source_index,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12
0,20.45244598388672,-2.0673344135284424,0.8828179240226746,0.07874854654073715,-0.09402786195278168,-0.08281905949115753,0.043293364346027374,0.06947973370552063,-0.005593554116785526,0.008576547726988792,-0.02537691593170166,-0.02115698717534542
1,21.65582275390625,5.8655195236206055,1.4121675491333008,-0.9446401596069336,0.6717724204063416,-0.23591351509094238,0.0262814462184906,0.07472723722457886,-0.024318743497133255,0.08884193003177643,-0.0434437096118927,0.009063457138836384
2,41.680320739746094,0.046344369649887085,-0.9251531362533569,0.4756651222705841,0.13435816764831543,-0.012546064332127571,0.049633439630270004,0.20617583394050598,0.024864820763468742,0.011898400261998177,-0.030203482136130333,-0.008080445230007172
3,-2.5760498046875,0.23797130584716797,0.06889331340789795,-0.00816868245601654,0.12710431218147278,-0.2719879448413849,0.10820496082305908,0.0328289195895195,-0.000819376902654767,-0.0005268673412501812,-0.01406796183437109,-0.010597450658679008
4,-31.474475860595703,16.400394439697266,-0.07605630904436111,2.3067543506622314,-0.40139052271842957,0.43045559525489807,-0.26476559042930603,0.2872265875339508,0.020366741344332695,0.05155988782644272,0.03914763778448105,0.025990506634116173
5,-66.93960571289062,0.09769252687692642,-0.09914712607860565,-0.048657022416591644,-0.07578577846288681,0.012850593775510788,-0.013597934506833553,-0.06749719381332397,0.004654357209801674,-0.005273152142763138,-0.0008966401219367981,0.011735976673662663
6,-0.9170379638671875,-3.172647714614868,-1.998983383178711,0.2528272867202759,-0.2731986343860626,0.24492540955543518,0.10590553283691406,0.06446367502212524,-0.07529547065496445,0.002880082931369543,-0.004447095561772585,0.032124556601047516
7,-15.584915161132812,29.535593032836914,0.0789465606212616,0.688448429107666,0.721326470375061,0.025047268718481064,0.23689919710159302,-0.3670633137226105,0.09160730242729187,-0.04069332778453827,-0.03550940752029419,0.08706084638834
8,75.18032836914062,-2.5074923038482666,-1.0765571594238281,-0.0035066604614257812,-0.12728482484817505,0.0719003677368164,0.016611719503998756,0.11394631862640381,-0.033098574727773666,0.02051759697496891,-0.015860576182603836,-0.032554373145103455
9,15.852760314941406,-1.4080032110214233,-0.18511316180229187,0.3318829834461212,-0.01980593428015709,-0.026859953999519348,0.018589191138744354,0.15101191401481628,0.00822263304144144,0.014059972018003464,0.0030904687009751797,0.003669402562081814
10,-14.712223052978516,-9.558184623718262,-3.653054714202881,-1.2758564949035645,-0.09297177195549011,0.018005920574069023,0.37756088376045227,-0.9480366110801697,-0.05681191757321358,0.11426027864217758,-0.08807606250047684,-0.10324253141880035
11,-65.80990600585938,0.10519665479660034,0.8954756259918213,0.005754061043262482,0.49056604504585266,-0.4053415060043335,0.21282657980918884,0.023226670920848846,0.053486417979002,0.015124786645174026,-0.012872040271759033,0.021163616329431534
12,4.335044860839844,-0.07781867682933807,-3.6905627250671387,0.0075035132467746735,-0.20547592639923096,0.2631937563419342,-0.05651776120066643,0.013445481657981873,-0.029516002163290977,0.046008847653865814,-0.0360243022441864,-0.05685616284608841
13,100.57154846191406,-3.351210117340088,5.246521472930908,0.8020878434181213,0.6835569739341736,-0.4760057330131531,-0.07627789676189423,0.23930326104164124,-0.05062269791960716,0.009207824245095253,-0.03333461284637451,-0.04768621176481247
14,9.215324401855469,-10.527541160583496,-0.324099600315094,-0.048858679831027985,-0.14900705218315125,0.156591534614563,0.04738328978419304,-0.11667463183403015,-0.08643818646669388,0.1357901394367218,-0.09333840757608414,-0.12471748143434525
15,-41.239776611328125,0.05768131837248802,-3.3079161643981934,-0.24318155646324158,-0.19269640743732452,0.25059330463409424,-0.09820833802223206,-0.07213316112756729,-0.09065388888120651,0.04648614302277565,-0.012255258858203888,0.06694213300943375
16,-54.01128387451172,-0.14457225799560547,-0.216964453458786,-0.1173999235033989,-0.09809199720621109,-0.0296681746840477,0.025350864976644516,0.11989825963973999,0.03398539125919342,-0.00566925248131156,0.03130760043859482,-0.0025861086323857307
17,33.165000915527344,2.853689432144165,-0.6458635330200195,-0.16251495480537415,-0.05782735347747803,-0.042229972779750824,0.12160605192184448,-0.046815164387226105,-0.02681983821094036,0.02801353484392166,-0.024303415790200233,-0.04595179855823517
18,16.49364471435547,0.16218772530555725,-1.208235740661621,1.3515620231628418,-2.8094489574432373,-0.15292604267597198,0.8078020215034485,-1.2870604991912842,0.6842340230941772,-0.48654526472091675,0.4483253061771393,0.32745495438575745
19,-59.420719146728516,0.46521270275115967,3.7577967643737793,0.23726949095726013,0.34273281693458557,0.4444386065006256,-0.3886886239051819,-0.1565302014350891,-0.03387056663632393,-0.013522409833967686,-0.12201210111379623,0.08288886398077011
20,72.48818969726562,3.2761173248291016,0.8494056463241577,-1.1928821802139282,0.19572684168815613,-0.1049136221408844,0.15227289497852325,-0.023527439683675766,0.004171773325651884,0.033077701926231384,-0.04751383513212204,-0.05050339549779892
21,47.727378845214844,-5.527307033538818,-0.199398010969162,0.4775143563747406,0.41392970085144043,0.05837384983897209,0.01933376118540764,0.18607905507087708,-0.0682477280497551,0.0709131583571434,-0.039563678205013275,0.014794182032346725
22,2.5358200073242188,1.4651633501052856,-3.8163723945617676,2.4574131965637207,-0.24911203980445862,0.5016773343086243,-0.44749629497528076,0.48337721824645996,0.06530393660068512,-0.05525515228509903,0.09401404112577438,0.17907699942588806
23,-16.063697814941406,-1.1489955186843872,0.6187714338302612,0.09804452210664749,0.6684414744377136,-0.18383540213108063,0.15369857847690582,0.015938669443130493,2.2771302610635757e-05,0.015646377578377724,-0.04628124088048935,0.036132797598838806
24,-7.5218353271484375,-3.5653772354125977,3.505753517150879,0.5457281470298767,-0.33390069007873535,-0.15987145900726318,-0.11947968602180481,0.11554127931594849,-0.032649360597133636,0.031739071011543274,0.0007461165077984333,0.007979551330208778
25,47.70769500732422,0.5826588869094849,0.5488728284835815,0.08706843107938766,0.00470549613237381,-0.10064893215894699,0.00999874621629715,0.11678309738636017,0.011879737488925457,0.0019450858235359192,-0.0009429441415704787,-0.02332831732928753
26,62.49639892578125,-1.233345627784729,-4.077672004699707,-0.07730430364608765,0.15611639618873596,-0.24558591842651367,-7.297191768884659e-05,0.060696542263031006,-0.07418551295995712,-0.04689858481287956,-0.07237999886274338,0.1783597320318222
