source_index,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12
0,0.5658983588218689,-0.28539353609085083,0.33620795607566833,0.18671120703220367,-0.02239190973341465,0.1394227296113968,-0.05820564925670624,-0.001112158759497106,-0.09322585165500641,0.04031474143266678,0.092286616563797,-0.2782386541366577
1,0.5920698046684265,0.7152131199836731,0.6611745357513428,-1.5852490663528442,1.3466625213623047,0.04884723946452141,1.2699617147445679,-0.04239014908671379,-0.5117536187171936,0.5898337960243225,-1.0606831312179565,0.6081957221031189
2,1.0304677486419678,-0.00043899178854189813,-0.34961655735969543,0.679632306098938,0.29750049114227295,0.10486762225627899,0.06669266521930695,0.4615248441696167,-0.09952758252620697,-0.1813431978225708,0.0790838673710823,-0.13462765514850616
3,0.061868444085121155,0.010013026185333729,0.03899082541465759,-0.01613280177116394,0.3648606836795807,0.667504072189331,-0.10410702973604202,0.13222740590572357,-0.15735162794589996,0.18974493443965912,0.22377756237983704,-0.044078707695007324
4,-0.5708485841751099,2.083909749984741,0.3111175298690796,1.7299970388412476,-0.9069334864616394,-0.4196449816226959,0.0794505625963211,-0.35949641466140747,-0.47395455837249756,0.14135631918907166,-0.9869637489318848,0.18860922753810883
5,-1.346765160560608,-0.01322714239358902,-0.047926340252161026,-0.004919099621474743,-0.12569184601306915,0.00035485115949995816,0.005966159515082836,-0.11388298869132996,-0.017964579164981842,-0.016136029735207558,-0.04159006476402283,-0.01149442046880722
6,0.09826717525720596,-0.40996211767196655,-0.8587250709533691,0.6965186595916748,-0.4928683936595917,-0.32497328519821167,-0.36620789766311646,0.690434992313385,0.12486152350902557,0.8183483481407166,0.4666411876678467,0.027589568868279457
7,-0.2233736664056778,3.746117115020752,0.5611758828163147,-1.2981460094451904,1.2032321691513062,0.08379429578781128,-1.4387730360031128,0.5818506479263306,0.46664363145828247,0.09336307644844055,-0.21915271878242493,-0.2485705018043518
8,1.7636806964874268,-0.3250320851802826,-0.4621799886226654,0.2507486939430237,-0.06847928464412689,-0.19167481362819672,-0.0730254277586937,-0.04192497581243515,-0.16843827068805695,-0.02640623413026333,0.2610609531402588,0.3212110698223114
9,0.4652327299118042,-0.19367487728595734,-0.08198779821395874,0.553589940071106,0.03998854011297226,0.1094600260257721,0.10145071148872375,0.17796607315540314,0.06345715373754501,0.012962697073817253,-0.20245352387428284,0.13942258059978485
10,-0.2035570740699768,-1.2265613079071045,-1.6860357522964478,-0.796184241771698,0.002282781759276986,-0.24739482998847961,-3.8017609119415283,0.12105678766965866,-0.5915151834487915,-0.28726086020469666,-0.5956643223762512,0.5401187539100647
11,-1.322055459022522,-0.017827091738581657,0.36182719469070435,-0.009452617727220058,0.9064928889274597,0.9337537288665771,0.017881372943520546,0.8895295262336731,-0.005312018562108278,0.17495176196098328,-0.3047920763492584,-0.11295304447412491
12,0.21317024528980255,-0.006974128540605307,-1.4997718334197998,0.3227802515029907,-0.3599350154399872,-0.4062219262123108,-0.14754009246826172,-0.10354695469141006,-0.8966665863990784,-0.37203866243362427,0.1447334587574005,0.1827268898487091
13,2.319329023361206,-0.4614804983139038,2.128021240234375,0.8473009467124939,1.4359042644500732,0.394301176071167,-0.006150591652840376,-0.4936128258705139,-0.21544304490089417,0.5596275329589844,0.5686525106430054,0.7541329264640808
14,0.3201249837875366,-1.3579521179199219,-0.3093230426311493,0.6951230764389038,-0.20948247611522675,-0.5779052376747131,-1.0076966285705566,0.23657575249671936,-1.3937859535217285,0.17773544788360596,-0.20043064653873444,0.17516806721687317
15,-0.784275472164154,0.0018248144770041108,-1.3579744100570679,0.004407166503369808,-0.35421043634414673,-0.4887266457080841,0.04746086522936821,-0.4338339865207672,-0.016325272619724274,0.904624879360199,-1.0071029663085938,0.16883601248264313
16,-1.0638096332550049,-0.042594242841005325,-0.09850417077541351,-0.03737202659249306,-0.14636899530887604,0.2186623513698578,0.7091184258460999,0.27403923869132996,-0.009802058339118958,-0.2362537384033203,-0.012204708531498909,0.24440522491931915
17,0.8440446853637695,0.34993091225624084,-0.20571894943714142,-0.3746960759162903,0.04933835193514824,0.156159907579422,-0.4069298803806305,0.1100645512342453,-0.41900721192359924,0.12960143387317657,0.0921793058514595,0.12230329215526581
18,0.4792555570602417,0.01743263378739357,-0.43878892064094543,1.140667200088501,-4.414170265197754,2.232450246810913,-7.784217357635498,-0.3634880781173706,8.972805976867676,-5.066403865814209,-0.015335443429648876,-1.5398398637771606
19,-1.1822681427001953,0.01461115013808012,1.5324515104293823,0.100941501557827,0.4652138352394104,-1.9151053428649902,0.2304467409849167,-1.1254174709320068,0.22896349430084229,0.18377700448036194,-0.26326724886894226,-0.8247717022895813
20,1.7046239376068115,0.3917123079299927,0.3905065059661865,-1.7514599561691284,0.6144735813140869,-0.08640971034765244,0.540810763835907,0.12441807985305786,-0.25646665692329407,-0.16967037320137024,-0.08601991832256317,0.06468749791383743
21,1.1628962755203247,-0.7138748168945312,-0.15080806612968445,1.0406502485275269,0.7315201759338379,-0.4165389835834503,-0.11407876759767532,0.6095730662345886,-0.21685665845870972,0.7275657057762146,-0.47523233294487,0.5669804215431213
22,0.17379117012023926,0.20803558826446533,-1.4611401557922363,3.3105039596557617,-0.6859765648841858,-0.6787270903587341,0.30207309126853943,-0.6194798946380615,1.2185838222503662,-0.4569651186466217,-0.993223249912262,0.3244692087173462
23,-0.23330721259117126,-0.17009323835372925,0.2369564175605774,0.20882216095924377,1.1781857013702393,0.16559584438800812,-0.21893221139907837,0.8847895860671997,0.022859608754515648,0.463642418384552,0.10822097212076187,0.09575118869543076
24,-0.046329762786626816,-0.4911642372608185,1.3865981101989746,0.6818352937698364,-0.4234519600868225,0.24361005425453186,0.10515708476305008,-0.7785164713859558,-0.061614830046892166,0.5303384065628052,-0.6309717297554016,-0.26734399795532227
25,1.162352204322815,0.05693785473704338,0.2515740990638733,0.0378895029425621,0.1751519739627838,0.16549921035766602,0.16074037551879883,-0.16557274758815765,0.019153771921992302,-0.19254639744758606,0.048323336988687515,0.2480553239583969
26,1.4860858917236328,-0.14713947474956512,-1.6656244993209839,0.3013092279434204,0.4921359717845917,0.6496104001998901,-0.23804298043251038,-0.6328228116035461,0.9284355044364929,1.368297815322876,-0.1825381964445114,-1.3076978921890259
27,1.5117988586425781,0.136768639087677,0.6719050407409668,0.053703684359788895,0.4894745349884033,1.6259649991989136,-0.41298264265060425,1.414927363395691,0.04747970029711723,-1.0037257671356201,-0.22865088284015656,0.5403525233268738
28,0.9334256052970886,-0.12022648006677628,0.18691608309745789,0.4318981468677521,0.0164866391569376,0.13843561708927155,-0.039983078837394714,0.27873674035072327,0.39713364839553833,-0.038594357669353485,0.304791122674942,0.057551059871912
